TMC,Severity,Start_Lng,Start_Lat,Distance(mi),Temperature(F),Humidity(%),Visibility(mi)
201.0,3.0,-84.479675,33.864307000000004,0.01,39.9,61.0,10.0
201.0,2.0,-84.31979399999999,34.085419,0.0,37.4,56.0,10.0
201.0,2.0,-84.19560200000002,33.787075,0.01,37.9,68.0,10.0
241.0,3.0,-84.749039,33.396854,0.01,37.6,80.0,10.0
247.0,2.0,-84.527618,34.21209,0.01,39.2,52.0,10.0
201.0,3.0,-84.404984,33.696915000000004,0.01,39.0,70.0,10.0
201.0,2.0,-82.055298,33.346607,0.01,36.0,89.0,10.0
201.0,2.0,-84.015221,33.132740000000005,0.01,41.0,57.0,10.0
241.0,3.0,-84.002975,33.112236,0.01,41.0,57.0,10.0
241.0,3.0,-84.519745,33.961693,0.01,41.9,61.0,10.0
241.0,2.0,-84.508339,32.992901,0.01,42.8,53.0,10.0
201.0,2.0,-84.378899,33.784256,0.01,42.1,62.0,10.0
241.0,3.0,-84.44416,33.750488,0.01,43.0,62.0,10.0
201.0,2.0,-82.022667,33.46817,0.01,46.9,56.0,10.0
201.0,2.0,-84.486267,33.696011,0.01,42.1,62.0,10.0
245.0,3.0,-84.593475,34.054111,0.01,39.2,65.0,10.0
201.0,2.0,-81.96927600000002,33.477486,0.0,51.1,50.0,10.0
201.0,3.0,-84.286316,33.913115999999995,0.01,48.0,46.0,10.0
201.0,2.0,-84.38343,33.771278,0.01,51.1,41.0,10.0
247.0,3.0,-84.274139,33.902916,0.01,52.0,37.0,10.0
201.0,2.0,-84.36829399999998,33.837536,0.01,52.0,37.0,10.0
241.0,3.0,-84.176018,33.928226,0.01,52.0,37.0,10.0
201.0,3.0,-84.34944899999998,33.724018,0.01,52.0,41.0,10.0
201.0,3.0,-84.25168599999998,33.885494,0.01,52.0,37.0,10.0
201.0,3.0,-84.489685,33.825253000000004,0.01,54.7,33.0,10.0
241.0,2.0,-82.902641,32.543246999999994,0.0,59.2,17.0,10.0
241.0,3.0,-84.394592,33.722115,0.01,55.0,34.0,10.0
201.0,3.0,-84.391853,33.7369,0.01,55.0,34.0,10.0
241.0,3.0,-84.391853,33.7369,0.01,55.0,34.0,10.0
241.0,3.0,-83.512741,31.426773,0.01,58.5,38.0,10.0
201.0,3.0,-84.391853,33.7369,0.01,57.0,32.0,10.0
201.0,2.0,-84.34164399999997,33.982327000000005,0.01,57.9,28.0,10.0
201.0,3.0,-84.246475,33.85117,0.01,57.9,28.0,10.0
247.0,3.0,-84.390343,33.744976,0.01,57.0,32.0,10.0
201.0,2.0,-84.35773499999998,33.933468,0.01,57.9,28.0,10.0
201.0,3.0,-84.37912800000002,33.912338,0.01,57.9,28.0,10.0
201.0,3.0,-84.469887,33.884594,0.01,57.9,30.0,10.0
201.0,3.0,-83.744102,32.546227,0.01,64.0,23.0,10.0
201.0,3.0,-84.170181,33.70348,0.01,59.0,28.0,10.0
241.0,3.0,-84.217415,33.711597,0.01,59.0,27.0,10.0
241.0,2.0,-83.786652,33.973831,0.0,62.6,24.0,10.0
245.0,3.0,-84.426346,33.831097,0.01,58.3,28.0,10.0
245.0,3.0,-84.533951,33.56702,0.01,57.9,31.0,10.0
222.0,3.0,-84.25936899999998,33.89185,0.01,57.0,32.0,10.0
222.0,3.0,-84.378761,33.754147,0.01,53.1,37.0,10.0
222.0,3.0,-84.250046,33.803226,0.01,52.0,40.0,10.0
241.0,2.0,-83.822906,34.256912,0.01,54.0,35.0,10.0
229.0,3.0,-84.230576,33.738369,0.01,52.0,40.0,10.0
203.0,3.0,-84.468964,33.757103,0.01,53.1,37.0,10.0
229.0,3.0,-84.207817,33.912239,0.01,52.0,40.0,10.0
201.0,3.0,-84.159424,33.936508,0.01,51.8,41.0,10.0
222.0,2.0,-84.382645,33.855816,0.01,51.1,41.0,10.0
241.0,3.0,-84.247078,33.846484999999994,0.01,51.1,41.0,10.0
222.0,3.0,-84.398575,33.645809,0.01,51.1,44.0,10.0
241.0,2.0,-83.254951,33.051468,0.01,48.2,66.0,10.0
201.0,3.0,-84.533951,33.56702,0.01,51.1,44.0,10.0
241.0,2.0,-83.580513,32.938053000000004,0.01,46.4,71.0,10.0
246.0,3.0,-84.385223,33.748371,0.01,46.9,56.0,10.0
241.0,3.0,-84.240868,33.714588,0.01,46.0,61.0,10.0
246.0,3.0,-84.217415,33.711597,0.01,46.0,61.0,10.0
201.0,3.0,-84.390915,33.786976,0.01,39.9,73.0,10.0
201.0,2.0,-84.371773,33.771190999999995,0.01,39.9,77.0,10.0
201.0,2.0,-84.468491,33.81385,0.01,39.9,77.0,10.0
201.0,3.0,-84.407753,33.803047,0.01,43.0,65.0,10.0
201.0,2.0,-82.025116,33.516459999999995,0.0,51.1,44.0,10.0
201.0,2.0,-82.010056,33.409306,0.01,43.0,82.0,10.0
201.0,2.0,-81.961678,33.473957,0.01,51.1,44.0,10.0
201.0,2.0,-84.368988,33.797096,0.01,46.9,54.0,10.0
201.0,2.0,-84.38781,33.781494,0.01,46.0,61.0,10.0
201.0,2.0,-84.488106,33.719879,0.01,52.0,45.0,10.0
201.0,2.0,-84.36829399999998,33.837536,0.01,52.0,40.0,10.0
201.0,3.0,-84.217415,33.711597,0.01,53.1,43.0,10.0
201.0,2.0,-84.379501,33.840199,0.01,54.0,35.0,10.0
201.0,2.0,-84.382645,33.854336,0.01,54.0,35.0,10.0
201.0,2.0,-82.007965,33.475876,0.01,55.9,39.0,10.0
201.0,2.0,-84.36752299999998,33.821323,0.01,55.9,34.0,10.0
201.0,3.0,-84.159424,33.936508,0.01,55.4,38.0,10.0
201.0,2.0,-84.50625600000002,33.69014,0.01,55.9,34.0,10.0
201.0,2.0,-82.018105,33.425575,0.01,57.9,39.0,10.0
201.0,2.0,-84.393608,33.804775,0.01,55.9,33.0,10.0
201.0,2.0,-84.369621,33.852024,0.01,55.0,35.0,10.0
245.0,3.0,-84.210358,33.462826,0.01,55.4,47.0,10.0
201.0,3.0,-84.212814,33.468689000000005,0.01,55.4,47.0,10.0
201.0,2.0,-84.69455,33.902908000000004,0.01,53.8,45.0,10.0
241.0,3.0,-84.230499,33.506004,0.01,51.1,66.0,10.0
246.0,3.0,-84.274139,33.902916,0.01,48.9,74.0,10.0
201.0,3.0,-84.200523,33.706245,0.01,48.0,86.0,8.0
241.0,3.0,-84.378876,33.759471999999995,0.01,48.0,86.0,8.0
246.0,3.0,-84.25168599999998,33.885494,0.01,46.9,90.0,10.0
201.0,3.0,-83.122055,34.446846,0.01,49.1,92.0,10.0
241.0,3.0,-84.403595,33.742832,0.01,48.0,89.0,6.0
201.0,3.0,-84.390343,33.744976,0.01,48.0,86.0,10.0
201.0,3.0,-84.500153,33.690125,0.01,45.0,86.0,5.0
201.0,3.0,-84.418549,33.665138,0.01,45.0,93.0,3.0
201.0,3.0,-84.328018,33.67181,0.01,45.0,93.0,3.0
201.0,3.0,-84.260452,33.892895,0.01,44.1,89.0,3.0
201.0,3.0,-84.500153,33.690125,0.01,45.0,86.0,5.0
201.0,3.0,-84.41152199999998,33.681328,0.01,45.0,100.0,5.0
201.0,3.0,-84.484985,33.617954,0.01,45.0,100.0,5.0
201.0,3.0,-84.389732,33.745052,0.01,45.0,100.0,5.0
201.0,3.0,-84.349213,33.745556,0.01,45.0,100.0,5.0
201.0,3.0,-84.251266,33.885162,0.01,44.1,89.0,7.0
201.0,3.0,-84.249062,33.866615,0.01,44.1,89.0,7.0
201.0,3.0,-84.939728,33.722159999999995,0.01,46.4,100.0,7.0
201.0,3.0,-84.26616700000002,33.699013,0.01,45.0,100.0,5.0
201.0,3.0,-84.26841,33.545196999999995,0.01,45.0,93.0,4.0
201.0,3.0,-84.497757,33.656929,2.37,45.0,93.0,4.0
201.0,3.0,-84.460335,33.619576,0.01,45.0,93.0,4.0
201.0,3.0,-84.332092,33.743549,0.01,45.0,93.0,4.0
201.0,2.0,-82.04929399999997,33.512947,0.01,51.1,54.0,10.0
201.0,3.0,-84.265923,33.698853,1.67,44.1,96.0,2.0
201.0,3.0,-85.009064,33.718094,3.77,44.2,100.0,5.0
241.0,3.0,-84.490044,33.824669,0.01,44.6,87.0,2.5
201.0,3.0,-84.45938100000002,33.89106,0.01,44.6,87.0,2.5
201.0,3.0,-84.426376,33.831833,0.01,44.6,87.0,2.5
201.0,3.0,-84.495628,33.753635,0.01,45.0,86.0,3.0
201.0,2.0,-84.457336,33.699425,0.52,44.1,96.0,3.0
201.0,3.0,-84.355835,33.823265,0.01,44.1,89.0,4.0
201.0,3.0,-84.390343,33.744976,0.01,45.0,100.0,3.0
201.0,3.0,-84.310005,33.683865000000004,0.01,45.0,100.0,3.0
201.0,2.0,-84.369621,33.852024,0.01,44.1,89.0,1.8
201.0,3.0,-84.310005,33.683865000000004,0.01,45.0,100.0,3.0
201.0,3.0,-84.278488,33.546902,0.01,45.0,100.0,5.0
201.0,3.0,-84.269958,33.543209000000004,0.01,45.0,100.0,5.0
201.0,3.0,-83.844673,32.991322,0.01,44.6,93.0,5.0
201.0,2.0,-84.368347,33.846313,0.01,44.1,89.0,2.5
201.0,3.0,-83.850029,34.233082,0.01,42.1,100.0,3.0
201.0,2.0,-82.032448,33.420067,0.01,53.1,66.0,7.0
201.0,2.0,-84.359955,33.773819,0.01,44.1,89.0,2.5
201.0,3.0,-84.25200699999998,33.817657000000004,0.01,44.1,89.0,2.5
201.0,2.0,-84.44614399999998,33.750694,0.01,45.0,100.0,4.0
201.0,3.0,-84.40332,33.742722,0.01,45.0,100.0,4.0
201.0,2.0,-82.026772,33.410027,0.01,50.0,80.0,4.0
245.0,3.0,-84.901543,33.724926,0.01,46.4,100.0,1.8
201.0,3.0,-84.39050300000002,33.770920000000004,0.01,45.0,90.0,2.0
201.0,3.0,-84.251762,33.815701000000004,0.01,44.6,87.0,2.0
201.0,2.0,-82.046425,33.452,0.01,48.0,77.0,10.0
201.0,2.0,-82.022751,33.42667,0.0,48.9,83.0,7.0
201.0,2.0,-81.985977,33.474663,0.01,48.0,77.0,10.0
201.0,3.0,-84.26017,33.892677,0.01,44.6,87.0,2.0
201.0,3.0,-84.3787,33.754379,0.01,45.0,90.0,2.5
201.0,3.0,-84.378876,33.759471999999995,0.01,45.0,100.0,2.0
201.0,3.0,-84.758995,34.174515,0.01,45.0,93.0,5.0
241.0,3.0,-84.460991,33.890293,0.01,44.6,93.0,1.0
201.0,3.0,-84.249619,33.874134000000005,0.01,44.1,89.0,2.0
241.0,3.0,-84.217415,33.711597,0.01,45.0,100.0,2.0
241.0,3.0,-83.917847,34.075195,0.01,42.8,93.0,2.0
245.0,3.0,-84.349213,33.745556,0.01,45.0,100.0,2.0
241.0,3.0,-84.390343,33.744976,0.01,45.0,100.0,2.0
201.0,3.0,-84.759834,34.208153,0.01,45.0,93.0,5.0
245.0,3.0,-84.911026,34.377258000000005,0.01,46.0,89.0,5.0
241.0,3.0,-84.41152199999998,33.681328,0.01,45.0,100.0,2.0
241.0,3.0,-84.500153,33.690125,0.01,45.0,90.0,6.0
241.0,3.0,-83.640091,32.856823,0.01,48.0,93.0,6.0
241.0,3.0,-84.48767099999998,33.84338,0.01,44.6,93.0,8.0
241.0,3.0,-84.404877,33.695187,0.01,45.0,100.0,2.0
241.0,3.0,-83.709274,32.919391999999995,0.01,48.0,93.0,6.0
241.0,3.0,-84.207817,33.912239,0.01,44.1,89.0,2.5
241.0,3.0,-84.005554,33.653748,0.01,43.0,87.0,3.0
241.0,2.0,-84.35752099999998,33.911575,0.01,43.0,93.0,2.5
201.0,3.0,-84.390343,33.744976,0.01,45.0,100.0,2.0
245.0,3.0,-83.920578,33.615738,0.01,43.0,87.0,3.0
201.0,3.0,-84.359383,33.821548,0.01,42.8,93.0,10.0
241.0,2.0,-84.32416500000002,34.021786,0.01,43.0,93.0,10.0
201.0,3.0,-84.513527,33.584824,0.01,44.1,100.0,8.0
241.0,3.0,-84.497551,33.656479,0.01,44.1,100.0,1.0
201.0,3.0,-84.455986,33.629498,0.01,44.1,100.0,1.0
201.0,3.0,-84.390343,33.744976,0.01,44.1,100.0,1.0
201.0,2.0,-82.021233,33.439312,0.01,48.0,89.0,10.0
241.0,3.0,-83.99296600000002,34.057133,0.01,44.6,87.0,6.0
201.0,3.0,-84.407753,33.803047,0.01,48.9,77.0,10.0
201.0,3.0,-84.393692,33.796211,0.01,48.9,77.0,10.0
201.0,3.0,-84.380333,33.586132,0.01,44.1,100.0,1.0
241.0,3.0,-84.468964,33.757103,0.01,48.9,77.0,10.0
241.0,3.0,-84.390343,33.744976,0.01,44.1,100.0,1.0
241.0,3.0,-84.446114,33.751446,0.01,48.9,77.0,10.0
201.0,2.0,-84.407715,33.681293,0.01,45.0,97.0,1.0
201.0,3.0,-83.917847,34.075195,0.01,44.6,87.0,6.0
247.0,2.0,-84.200264,33.835079,0.01,44.1,93.0,6.0
241.0,3.0,-84.42977900000002,33.908504,0.01,44.4,95.0,3.0
201.0,3.0,-84.391998,33.791622,0.01,55.9,60.0,10.0
201.0,3.0,-84.406662,33.916046,0.01,44.4,95.0,3.0
201.0,3.0,-84.116447,33.701347,0.01,44.1,93.0,6.0
201.0,3.0,-84.39698,33.649498,0.01,45.0,100.0,1.0
241.0,3.0,-84.393692,33.796211,0.01,50.0,74.0,4.0
241.0,3.0,-84.390045,33.771286,0.01,55.9,60.0,10.0
241.0,3.0,-84.359383,33.821548,0.01,44.6,93.0,5.0
241.0,3.0,-84.07403599999998,34.001171,0.01,42.8,93.0,5.0
201.0,2.0,-82.312675,33.444847,0.01,46.0,100.0,10.0
201.0,2.0,-82.080566,33.501045,0.01,46.4,87.0,10.0
201.0,3.0,-84.413338,33.805141,0.01,50.0,74.0,4.0
201.0,2.0,-84.367271,33.823273,0.01,45.0,93.0,2.5
201.0,2.0,-83.993225,34.087887,0.01,42.8,93.0,5.0
241.0,2.0,-82.073624,33.450348,0.01,46.0,86.0,10.0
241.0,2.0,-84.530266,33.607605,0.01,46.0,96.0,1.0
241.0,3.0,-84.493134,33.786896,0.01,50.0,77.0,4.0
201.0,2.0,-84.369621,33.852024,0.01,45.0,93.0,2.5
241.0,3.0,-84.489685,33.825253000000004,0.01,46.4,93.0,2.5
241.0,3.0,-84.247078,33.846484999999994,0.01,45.0,93.0,2.5
201.0,3.0,-84.241318,33.778290000000005,0.01,45.0,93.0,2.5
201.0,2.0,-82.090675,33.482365,0.01,46.9,86.0,10.0
201.0,2.0,-84.36198399999998,33.850418,0.01,46.0,89.0,5.0
201.0,3.0,-84.49299599999998,33.764793,0.01,54.0,69.0,8.0
241.0,3.0,-84.390045,33.771286,0.01,54.0,69.0,8.0
201.0,3.0,-84.335274,33.832123,0.01,46.9,90.0,5.0
241.0,3.0,-84.39145699999997,33.786633,0.01,54.0,69.0,8.0
201.0,3.0,-84.407753,33.803047,0.01,54.0,69.0,8.0
201.0,3.0,-84.393692,33.796211,0.01,54.0,69.0,8.0
201.0,2.0,-84.38314100000002,33.786594,0.01,54.0,69.0,8.0
247.0,3.0,-84.493874,33.765018,0.01,57.9,62.0,9.0
201.0,2.0,-84.425163,33.718284999999995,0.01,48.9,93.0,2.0
201.0,3.0,-84.390869,33.781532,0.01,57.9,62.0,9.0
201.0,2.0,-82.015518,33.471504,0.0,53.1,77.0,10.0
241.0,3.0,-84.3787,33.754379,0.01,57.9,62.0,9.0
201.0,2.0,-84.368149,33.741825,0.01,50.0,89.0,2.0
247.0,3.0,-83.926476,33.98304,0.01,48.2,87.0,7.0
201.0,2.0,-83.515221,31.443998,0.0,55.4,100.0,1.0
201.0,2.0,-81.987259,33.475258000000004,0.01,53.1,80.0,10.0
201.0,3.0,-84.468964,33.757103,0.01,57.2,67.0,10.0
201.0,3.0,-84.399773,33.688072,0.01,50.0,93.0,3.0
201.0,3.0,-84.393692,33.796211,0.01,57.2,67.0,10.0
201.0,2.0,-84.387787,33.741898,0.01,50.0,93.0,3.0
201.0,2.0,-82.085838,33.447571,0.01,54.0,77.0,10.0
201.0,3.0,-84.485298,33.92284,0.01,51.8,88.0,2.8
201.0,3.0,-84.426376,33.831833,0.01,50.2,95.0,1.5
241.0,3.0,-84.493813,33.764664,0.01,63.0,60.0,1.8
241.0,3.0,-84.272316,33.713703,0.01,51.1,92.0,2.0
241.0,3.0,-84.368134,33.743267,0.01,52.0,97.0,1.5
241.0,3.0,-84.527321,33.766376,0.01,57.0,74.0,3.0
201.0,3.0,-84.230675,33.737194,0.01,51.1,92.0,2.0
201.0,3.0,-84.393486,33.794186,0.01,64.9,56.0,5.0
241.0,3.0,-84.638992,33.50013,0.01,52.0,93.0,7.0
201.0,2.0,-84.368553,33.717121,0.01,52.0,97.0,0.5
343.0,3.0,-84.431076,33.848824,0.01,51.8,94.0,3.0
241.0,3.0,-84.252487,33.716034,0.01,52.0,100.0,0.5
241.0,3.0,-84.749039,33.396854,0.01,52.0,100.0,2.5
201.0,3.0,-84.646027,33.770008000000004,0.01,57.0,77.0,10.0
201.0,2.0,-83.846016,34.29158,0.01,48.9,100.0,5.0
229.0,3.0,-84.530563,34.102528,0.01,51.8,88.0,3.0
201.0,3.0,-83.766144,32.394585,0.01,55.4,94.0,6.0
222.0,2.0,-84.295113,33.633755,0.01,52.0,100.0,1.5
343.0,2.0,-84.369621,33.852024,0.01,52.0,93.0,2.5
229.0,2.0,-84.06079100000002,33.960697,0.01,51.8,88.0,3.0
229.0,3.0,-84.499954,33.690769,0.01,60.1,69.0,5.0
201.0,3.0,-84.453125,33.881221999999994,0.01,52.2,96.0,3.0
222.0,2.0,-84.35773499999998,33.933468,0.01,51.1,96.0,6.0
201.0,3.0,-84.241318,33.778290000000005,0.01,51.1,96.0,6.0
229.0,3.0,-83.921883,33.03529,0.01,51.8,94.0,5.0
229.0,3.0,-84.439674,33.864868,0.01,51.8,94.0,5.0
222.0,3.0,-84.258507,33.531429,0.01,53.1,96.0,1.5
241.0,3.0,-84.456047,33.638821,0.01,52.0,97.0,1.5
222.0,3.0,-84.25168599999998,33.885494,0.01,51.1,92.0,3.0
201.0,2.0,-82.897705,33.789307,0.01,55.0,100.0,7.0
201.0,2.0,-84.44103199999998,33.768059,0.0,66.9,54.0,10.0
