TMC,Severity,Start_Lng,Start_Lat,Distance(mi),Temperature(F),Humidity(%),Visibility(mi)
201.0,3.0,-84.240868,33.714588,0.0,89.1,46.0,10.0
201.0,2.0,-83.83085600000003,34.291893,0.0,82.0,60.0,10.0
201.0,3.0,-84.377617,33.808521,0.0,90.0,40.0,10.0
201.0,3.0,-84.493874,33.765018,0.0,89.1,45.0,10.0
201.0,2.0,-84.407852,33.718269,0.0,90.0,48.0,10.0
201.0,3.0,-84.369621,33.852024,0.0,88.0,48.0,10.0
201.0,2.0,-84.500153,33.690125,0.0,91.0,44.0,10.0
201.0,2.0,-84.387939,33.729439,0.0,91.0,45.0,10.0
201.0,2.0,-84.383461,33.787521000000005,0.0,91.0,44.0,10.0
201.0,2.0,-84.37619000000002,33.840786,0.0,88.0,48.0,10.0
241.0,3.0,-84.338135,33.917973,0.0,90.0,43.0,10.0
201.0,3.0,-84.396118,33.65292,0.0,91.0,45.0,10.0
201.0,2.0,-84.190025,34.017990000000005,0.0,89.6,55.0,10.0
201.0,2.0,-84.38844300000002,33.750046000000005,0.0,91.0,42.0,10.0
201.0,2.0,-84.369232,33.748726,0.0,91.0,45.0,10.0
222.0,3.0,-84.460991,33.890293,0.0,89.1,47.0,10.0
246.0,3.0,-84.13787099999998,33.948593,0.0,87.8,55.0,10.0
229.0,3.0,-84.23835799999998,33.719109,0.0,89.1,45.0,10.0
222.0,3.0,-84.159424,33.936508,0.0,87.8,55.0,10.0
201.0,3.0,-84.390869,33.779999,0.0,90.0,43.0,10.0
229.0,3.0,-84.486153,33.848335,0.0,89.1,47.0,10.0
222.0,3.0,-84.519745,33.961693,0.0,89.1,47.0,10.0
222.0,3.0,-84.485298,33.92284,0.0,89.1,47.0,10.0
229.0,3.0,-84.426376,33.831833,0.0,89.1,47.0,10.0
222.0,2.0,-84.057304,34.328041,0.0,84.9,57.0,10.0
222.0,3.0,-84.407822,33.802658,0.0,90.0,43.0,10.0
222.0,2.0,-84.368988,33.797096,0.0,89.1,45.0,10.0
229.0,2.0,-85.180756,34.260468,0.0,88.0,48.0,10.0
201.0,2.0,-84.38932,34.241409000000004,0.0,84.2,42.0,10.0
201.0,3.0,-84.242722,33.714966,0.0,75.0,90.0,10.0
201.0,2.0,-81.982132,33.401241,0.0,73.9,91.0,10.0
202.0,3.0,-84.392708,33.729401,0.0,75.0,94.0,10.0
241.0,3.0,-84.390343,33.744976,0.0,75.0,94.0,10.0
241.0,3.0,-84.3787,33.754379,0.0,73.0,90.0,10.0
201.0,3.0,-84.048294,34.030132,0.0,73.4,94.0,5.0
201.0,2.0,-84.086708,34.263401,0.0,71.6,78.0,10.0
201.0,3.0,-84.404053,33.696857,0.0,75.0,94.0,10.0
201.0,3.0,-84.39179200000002,33.741932,0.0,75.0,94.0,10.0
201.0,2.0,-84.572823,33.729939,0.0,75.0,87.0,10.0
201.0,2.0,-84.022774,33.967690000000005,0.0,73.4,94.0,5.0
244.0,3.0,-83.993576,34.087246,0.0,73.4,94.0,5.0
201.0,3.0,-84.39591999999998,33.720333000000004,0.0,75.0,94.0,9.0
201.0,3.0,-84.27037800000002,33.543434000000005,0.0,75.0,94.0,9.0
201.0,3.0,-84.340233,33.668037,0.0,75.0,94.0,9.0
201.0,3.0,-84.404327,33.696853999999995,0.0,75.0,96.0,9.0
201.0,3.0,-84.385475,33.765266,0.0,75.0,87.0,10.0
201.0,2.0,-84.326233,32.88718,0.0,75.2,89.0,7.0
201.0,2.0,-84.270012,34.118343,0.0,71.6,73.0,10.0
201.0,2.0,-84.233536,33.825275,0.0,75.9,87.0,10.0
201.0,3.0,-84.48767099999998,33.84338,0.0,75.2,89.0,7.0
201.0,2.0,-82.03772,33.479622,0.0,78.1,71.0,10.0
201.0,3.0,-84.495628,33.753635,0.0,77.0,82.0,10.0
201.0,3.0,-84.413338,33.805141,0.0,77.0,84.0,10.0
201.0,2.0,-82.08094,33.484146,0.0,82.9,60.0,10.0
201.0,3.0,-84.406662,33.916046,0.0,77.0,83.0,7.0
201.0,3.0,-84.176018,33.928226,0.0,78.1,81.0,10.0
201.0,2.0,-84.380402,33.875759,0.0,78.1,81.0,10.0
201.0,2.0,-84.370598,33.773792,0.0,79.0,79.0,10.0
201.0,3.0,-83.718735,32.744576,0.0,81.0,79.0,10.0
201.0,2.0,-81.995552,33.475567,0.0,82.9,60.0,10.0
201.0,2.0,-84.39226500000002,33.812244,0.0,79.0,79.0,10.0
201.0,3.0,-84.230499,33.506004,0.0,78.1,87.0,10.0
201.0,3.0,-84.563705,34.002678,0.0,77.0,83.0,10.0
201.0,3.0,-84.25936899999998,33.89185,0.0,79.0,82.0,10.0
201.0,3.0,-84.542091,33.984653,0.0,77.0,83.0,10.0
201.0,3.0,-84.338135,33.917973,0.0,79.0,82.0,10.0
201.0,3.0,-84.21820799999998,33.486233,0.0,82.4,84.0,10.0
201.0,3.0,-84.244003,33.901070000000004,0.0,81.0,74.0,10.0
201.0,2.0,-83.94493100000003,34.180325,0.0,77.0,84.0,10.0
201.0,2.0,-84.57758299999998,33.984558,0.0,80.6,74.0,10.0
241.0,3.0,-83.86556999999998,34.225643,0.0,75.9,82.0,10.0
201.0,3.0,-84.288765,33.864422,0.0,81.0,72.0,10.0
201.0,2.0,-84.387489,33.76733,0.0,82.9,67.0,10.0
201.0,3.0,-84.37912800000002,33.912338,0.0,81.0,72.0,10.0
201.0,2.0,-84.278908,34.06881,0.0,81.0,72.0,10.0
201.0,3.0,-84.351822,33.914009,0.0,81.0,72.0,10.0
201.0,3.0,-84.3787,33.754379,0.0,84.9,65.0,10.0
201.0,3.0,-84.351822,33.914009,0.0,75.0,90.0,10.0
201.0,2.0,-82.078934,33.418812,0.0,90.0,45.0,10.0
201.0,2.0,-84.443718,33.711563,0.0,75.9,87.0,1.5
201.0,3.0,-84.378876,33.759471999999995,0.0,79.0,82.0,7.0
201.0,3.0,-84.39173100000002,33.739292,0.0,73.4,94.0,8.0
201.0,3.0,-84.378624,33.755531,0.0,73.9,93.0,1.0
201.0,3.0,-84.379852,33.759918,0.0,73.9,93.0,1.0
201.0,3.0,-84.34111800000002,33.57679,0.0,73.9,97.0,8.0
201.0,3.0,-84.200264,33.835079,0.0,75.9,91.0,6.0
201.0,3.0,-84.35752099999998,33.911575,0.0,78.1,84.0,10.0
201.0,2.0,-81.725029,31.691143,0.0,89.6,62.0,10.0
201.0,3.0,-84.391655,33.739277,0.0,75.0,90.0,4.0
241.0,3.0,-84.533951,33.56702,0.0,75.0,94.0,8.0
201.0,3.0,-84.390343,33.744976,0.0,75.0,94.0,8.0
201.0,3.0,-84.488449,33.799355,0.0,75.0,90.0,10.0
201.0,2.0,-84.387466,33.827587,0.0,78.1,84.0,10.0
201.0,2.0,-84.36733199999998,33.823612,0.0,78.1,84.0,10.0
201.0,3.0,-84.413338,33.805141,0.0,75.0,87.0,10.0
201.0,3.0,-84.426376,33.831833,0.0,79.0,81.0,10.0
201.0,3.0,-84.349213,33.745556,0.0,77.0,94.0,10.0
201.0,2.0,-84.67600300000002,33.340397,0.0,75.2,94.0,1.5
201.0,3.0,-84.407753,33.803047,0.0,75.9,85.0,10.0
201.0,2.0,-84.40280200000002,33.754593,0.0,75.9,85.0,10.0
201.0,3.0,-84.244003,33.901070000000004,0.0,81.0,74.0,10.0
222.0,3.0,-84.504333,33.941074,0.0,79.0,81.0,10.0
229.0,2.0,-84.38717700000002,33.762699,0.0,75.9,85.0,10.0
201.0,3.0,-84.217117,33.482162,0.0,80.6,89.0,10.0
222.0,3.0,-84.392815,33.794571000000005,0.0,79.0,79.0,10.0
201.0,2.0,-84.458488,33.535915,0.0,78.1,90.0,10.0
222.0,3.0,-84.533951,33.56702,0.0,78.1,84.0,10.0
222.0,3.0,-84.513527,33.584824,0.0,78.1,84.0,10.0
222.0,3.0,-84.391472,33.791618,0.0,79.0,79.0,10.0
222.0,3.0,-84.359154,33.822303999999995,0.0,82.0,71.0,10.0
229.0,3.0,-84.426376,33.831833,0.0,80.2,76.0,10.0
222.0,3.0,-84.24985500000003,33.877216,0.0,82.0,69.0,10.0
229.0,3.0,-84.479675,33.864307000000004,0.0,80.6,74.0,10.0
222.0,3.0,-84.504333,33.941074,0.0,80.6,74.0,10.0
222.0,3.0,-84.391937,33.788242,0.0,80.1,76.0,10.0
201.0,2.0,-84.371773,33.771190999999995,0.0,80.1,76.0,10.0
201.0,3.0,-84.400452,33.68803,0.0,72.0,97.0,10.0
201.0,3.0,-84.41152199999998,33.681328,0.0,72.0,97.0,10.0
201.0,3.0,-84.404739,33.697216,0.0,72.0,97.0,10.0
201.0,3.0,-84.398689,33.681126,0.0,72.0,97.0,10.0
201.0,3.0,-84.394592,33.722115,0.0,72.0,97.0,10.0
201.0,2.0,-83.926476,33.98304,0.0,69.8,94.0,5.0
241.0,3.0,-84.400795,33.632896,0.0,72.0,97.0,10.0
241.0,3.0,-84.176018,33.928226,0.0,71.1,90.0,10.0
244.0,2.0,-84.557899,33.853016,0.0,71.6,94.0,1.2
201.0,3.0,-84.207817,33.912239,0.0,71.1,90.0,10.0
201.0,2.0,-84.170273,34.004436,0.0,69.8,94.0,5.0
201.0,3.0,-84.349213,33.745556,0.0,73.0,93.0,9.0
201.0,2.0,-84.101677,34.229332,0.0,69.1,96.0,0.5
201.0,2.0,-84.349525,33.704384000000005,0.0,73.0,93.0,9.0
201.0,2.0,-84.369621,33.852024,0.0,72.0,91.0,10.0
201.0,3.0,-84.24188199999998,33.714718,0.0,73.0,93.0,9.0
202.0,2.0,-84.558144,33.853275,0.0,71.2,95.0,7.0
201.0,3.0,-84.49517800000002,33.754551,0.0,71.1,90.0,8.0
201.0,2.0,-82.091545,33.464504,0.0,79.0,66.0,10.0
201.0,3.0,-84.413338,33.805141,0.0,75.0,84.0,8.0
201.0,2.0,-84.35595699999998,33.77383,0.0,75.9,82.0,10.0
201.0,3.0,-84.394592,33.722115,0.0,79.0,77.0,10.0
201.0,3.0,-84.56219499999997,34.000027,0.0,77.0,78.0,10.0
201.0,3.0,-84.500153,33.690125,0.0,84.9,57.0,10.0
201.0,3.0,-84.488449,33.799355,0.0,81.0,67.0,10.0
201.0,3.0,-84.479675,33.864307000000004,0.0,84.0,60.0,10.0
201.0,2.0,-84.411186,33.770058,0.0,84.9,57.0,10.0
201.0,2.0,-84.372551,33.843021,0.0,84.9,57.0,10.0
201.0,2.0,-84.359627,33.825171999999995,0.0,84.9,57.0,10.0
201.0,3.0,-84.34921999999997,33.75108,0.0,87.1,55.0,10.0
201.0,3.0,-84.367104,33.652248,0.0,88.0,57.0,10.0
245.0,3.0,-84.359383,33.821548,0.0,91.0,48.0,10.0
201.0,3.0,-84.373451,33.810658000000004,0.0,91.0,48.0,10.0
201.0,2.0,-84.40802,33.707268,0.0,89.1,52.0,10.0
201.0,3.0,-84.40520500000002,33.697002000000005,0.0,89.1,52.0,10.0
201.0,2.0,-84.388817,33.771275,0.0,90.0,50.0,10.0
201.0,3.0,-84.493134,33.786896,0.0,90.0,50.0,10.0
241.0,2.0,-84.356926,33.912872,0.0,91.9,45.0,10.0
222.0,2.0,-84.363686,33.773575,0.0,91.9,45.0,10.0
241.0,3.0,-84.52726700000002,33.766514,0.0,90.0,48.0,10.0
201.0,3.0,-84.493042,33.764603,0.0,90.0,48.0,10.0
201.0,2.0,-84.39529399999998,33.748074,0.0,90.0,48.0,10.0
201.0,3.0,-84.359383,33.821548,0.0,91.9,45.0,10.0
201.0,3.0,-84.500153,33.690125,0.0,91.9,45.0,10.0
201.0,2.0,-84.382217,33.757107,0.0,91.9,45.0,10.0
201.0,3.0,-84.426376,33.831833,0.0,90.7,49.0,10.0
201.0,3.0,-84.413338,33.805141,0.0,91.9,45.0,10.0
201.0,3.0,-84.407753,33.803047,0.0,91.9,45.0,10.0
201.0,3.0,-84.513527,33.584824,0.0,90.0,48.0,10.0
222.0,3.0,-84.47348000000002,33.620445000000004,0.0,90.0,48.0,10.0
201.0,2.0,-84.368042,33.831234,0.0,91.0,45.0,10.0
222.0,3.0,-84.438164,33.617374,0.0,90.0,48.0,10.0
201.0,2.0,-84.393272,33.809032,0.0,91.9,44.0,10.0
229.0,3.0,-84.390862,33.786678,0.0,91.9,44.0,10.0
229.0,2.0,-84.367676,33.800339,0.0,90.0,43.0,10.0
241.0,3.0,-84.005554,33.653748,0.0,72.0,94.0,10.0
201.0,3.0,-84.16113299999998,33.411369,0.0,71.6,100.0,7.0
201.0,2.0,-84.382172,33.759646999999994,0.0,72.0,91.0,10.0
201.0,2.0,-81.961678,33.473957,0.0,77.0,74.0,10.0
201.0,3.0,-84.493874,33.765018,0.0,72.0,91.0,10.0
201.0,2.0,-81.990112,33.360344,0.0,70.0,97.0,9.0
201.0,2.0,-84.390869,33.781532,0.0,72.0,91.0,10.0
201.0,3.0,-84.286034,33.91283,0.0,72.0,93.0,10.0
201.0,2.0,-84.64302099999998,33.797222,0.0,72.0,91.0,10.0
241.0,3.0,-84.31478100000002,33.920390999999995,0.0,72.0,93.0,10.0
201.0,2.0,-82.09916700000002,33.483582,0.0,77.0,74.0,10.0
201.0,3.0,-84.560776,33.77441,0.0,73.0,90.0,10.0
201.0,2.0,-84.563728,33.931328,0.0,75.2,83.0,10.0
201.0,2.0,-84.368675,33.781769,0.0,73.0,90.0,10.0
201.0,3.0,-84.286316,33.913115999999995,0.0,75.0,87.0,10.0
201.0,3.0,-84.431076,33.848824,0.0,75.0,87.0,10.0
201.0,2.0,-84.396698,33.681103,0.0,79.0,77.0,10.0
201.0,3.0,-84.349213,33.745556,0.0,81.0,72.0,10.0
201.0,3.0,-84.385139,33.748405,0.0,81.0,72.0,10.0
241.0,3.0,-84.25177,33.815811,0.0,81.0,74.0,10.0
201.0,3.0,-84.335594,33.832268,0.0,81.0,74.0,10.0
201.0,3.0,-84.407753,33.803047,0.0,78.1,79.0,10.0
201.0,3.0,-84.285866,33.913692,0.0,81.0,74.0,10.0
201.0,2.0,-84.160759,33.912483,0.0,81.0,74.0,10.0
201.0,2.0,-84.213707,33.734337,0.0,84.0,67.0,10.0
201.0,2.0,-84.349205,33.76495,0.0,84.0,67.0,10.0
201.0,2.0,-81.965874,33.474258,0.0,84.0,63.0,10.0
201.0,2.0,-81.96126600000002,33.465767,0.0,84.0,63.0,10.0
201.0,3.0,-84.400795,33.632896,0.0,82.0,67.0,10.0
201.0,2.0,-84.389282,33.797348,0.0,87.1,57.0,10.0
201.0,2.0,-84.154449,33.877857,0.0,87.1,59.0,10.0
201.0,2.0,-84.392067,33.771294,0.0,87.1,57.0,10.0
201.0,3.0,-84.387733,33.744240000000005,0.0,86.0,59.0,10.0
201.0,2.0,-82.070374,33.516040999999994,0.0,87.1,55.0,10.0
201.0,3.0,-84.493874,33.765018,0.0,87.1,57.0,10.0
201.0,3.0,-84.39119699999998,33.786568,0.0,89.1,53.0,10.0
201.0,3.0,-84.39050300000002,33.770920000000004,0.0,89.1,53.0,10.0
201.0,2.0,-81.997337,33.475615999999995,0.0,91.0,47.0,10.0
201.0,3.0,-84.393692,33.796211,0.0,89.1,53.0,10.0
201.0,2.0,-84.386383,33.792534,0.0,89.1,53.0,10.0
201.0,3.0,-83.99296600000002,34.057133,0.0,89.6,59.0,10.0
236.0,3.0,-84.479675,33.864307000000004,0.0,88.5,54.0,10.0
236.0,2.0,-84.359383,33.821548,0.0,89.1,53.0,10.0
236.0,2.0,-84.35773499999998,33.919094,0.0,89.1,53.0,10.0
201.0,2.0,-84.368347,33.846313,0.0,89.1,53.0,10.0
201.0,3.0,-84.36668399999998,33.813358,0.0,89.1,53.0,10.0
201.0,2.0,-84.363686,33.773575,0.0,89.1,53.0,10.0
201.0,3.0,-84.493484,33.766941,0.0,90.0,50.0,10.0
201.0,2.0,-84.393265,33.803898,0.0,90.0,48.0,10.0
201.0,3.0,-84.495628,33.753635,0.0,90.0,50.0,10.0
201.0,2.0,-84.749039,33.396854,0.0,89.8,58.0,3.0
201.0,3.0,-84.095192,33.261467,0.0,95.0,47.0,10.0
201.0,3.0,-85.02712199999998,33.716503,0.0,85.3,65.0,10.0
201.0,3.0,-84.390869,33.781532,0.0,90.0,50.0,10.0
201.0,3.0,-84.576927,34.033669,0.0,91.4,49.0,10.0
201.0,3.0,-84.407753,33.803047,0.0,84.0,72.0,7.0
201.0,3.0,-84.390869,33.781532,0.0,84.0,72.0,7.0
201.0,3.0,-84.493134,33.786896,0.0,84.0,72.0,7.0
201.0,3.0,-84.413338,33.805141,0.0,84.0,72.0,7.0
201.0,3.0,-84.359383,33.821548,0.0,91.9,48.0,10.0
201.0,2.0,-84.388817,33.771275,0.0,91.0,50.0,10.0
201.0,2.0,-84.379929,33.876862,0.0,91.9,44.0,10.0
201.0,2.0,-84.364655,33.848946000000005,0.0,91.9,44.0,10.0
229.0,2.0,-82.072136,33.376682,0.0,95.0,43.0,10.0
201.0,2.0,-82.06175999999998,33.469662,0.0,95.0,44.0,10.0
201.0,3.0,-84.38806899999999,33.632088,0.0,91.9,44.0,10.0
201.0,3.0,-84.176018,33.928226,0.0,91.9,44.0,10.0
201.0,3.0,-83.686707,32.903248,0.0,97.0,35.0,10.0
201.0,3.0,-84.247078,33.846484999999994,0.0,91.9,44.0,10.0
201.0,3.0,-84.485298,33.92284,0.0,92.1,48.0,10.0
241.0,3.0,-84.485298,33.92284,0.0,92.1,48.0,10.0
201.0,2.0,-83.916641,33.274868,0.0,95.0,47.0,10.0
222.0,3.0,-84.266777,33.699821,0.0,91.9,42.0,10.0
222.0,2.0,-84.240974,33.950111,0.0,93.0,44.0,10.0
222.0,2.0,-84.349487,33.719425,0.0,91.9,44.0,10.0
201.0,3.0,-84.392075,33.73988,0.0,91.9,44.0,10.0
203.0,3.0,-84.288765,33.864422,0.0,90.0,45.0,10.0
201.0,3.0,-84.400795,33.632896,0.0,91.0,45.0,10.0
201.0,3.0,-84.251846,33.81982,0.0,87.1,55.0,10.0
201.0,1.0,-84.69883,33.747177,0.0,89.1,52.0,10.0
229.0,3.0,-84.390869,33.781532,0.0,81.0,77.0,10.0
246.0,3.0,-84.49125699999998,33.763206,0.0,73.0,90.0,10.0
245.0,3.0,-84.468964,33.757103,0.0,73.0,90.0,10.0
201.0,3.0,-84.13787099999998,33.948593,0.0,77.0,83.0,7.0
201.0,2.0,-84.378059,33.937003999999995,0.0,84.0,63.0,10.0
245.0,3.0,-82.073624,33.450348,0.0,88.0,55.0,10.0
245.0,3.0,-84.176018,33.928226,0.0,87.1,59.0,10.0
201.0,2.0,-84.361992,33.850372,0.0,87.1,59.0,10.0
201.0,3.0,-84.513527,33.584824,0.0,84.9,61.0,10.0
201.0,3.0,-84.390045,33.771286,0.0,90.0,52.0,10.0
201.0,3.0,-84.176018,33.928226,0.0,89.1,52.0,10.0
201.0,3.0,-84.25936899999998,33.89185,0.0,89.1,52.0,10.0
201.0,3.0,-84.390869,33.781532,0.0,91.9,42.0,10.0
241.0,3.0,-84.41757199999998,33.741446999999994,0.0,91.0,47.0,10.0
201.0,3.0,-84.391853,33.7369,0.0,91.0,47.0,10.0
201.0,3.0,-84.493874,33.765018,0.0,91.9,42.0,10.0
245.0,3.0,-84.390869,33.781532,0.0,91.9,42.0,10.0
241.0,3.0,-84.274139,33.902916,0.0,91.0,48.0,10.0
241.0,3.0,-84.404877,33.695187,0.0,91.0,45.0,10.0
241.0,3.0,-83.819084,34.268368,0.0,88.0,53.0,10.0
241.0,3.0,-84.385475,33.765266,0.0,87.1,55.0,10.0
246.0,3.0,-84.240868,33.714588,0.0,86.0,55.0,10.0
241.0,3.0,-84.44416,33.750488,0.0,86.0,55.0,10.0
241.0,3.0,-84.252487,33.716034,0.0,86.0,55.0,10.0
241.0,3.0,-84.605583,33.777,0.0,80.1,74.0,10.0
201.0,2.0,-84.388817,33.771275,0.0,73.9,85.0,10.0
241.0,3.0,-84.23178100000001,33.752819,0.0,78.1,76.0,10.0
201.0,2.0,-84.349518,33.715519,0.0,84.0,65.0,10.0
201.0,2.0,-84.349037,33.767815,0.0,84.9,63.0,10.0
201.0,2.0,-82.08129100000002,33.37849,0.0,91.0,50.0,10.0
201.0,2.0,-82.063087,33.412384,0.0,91.0,50.0,10.0
201.0,3.0,-84.500153,33.690125,0.0,88.0,55.0,10.0
201.0,3.0,-84.394989,33.722111,0.0,87.1,59.0,10.0
201.0,2.0,-82.046181,33.512512,0.0,91.0,52.0,10.0
201.0,2.0,-81.978584,33.471916,0.0,91.0,52.0,10.0
201.0,3.0,-84.453934,33.82111,0.0,89.1,52.0,10.0
201.0,3.0,-84.37928000000002,33.76017,0.0,89.1,52.0,10.0
201.0,2.0,-84.367188,33.823643,0.0,88.0,53.0,10.0
201.0,2.0,-82.02828199999998,33.509979,0.0,93.0,47.0,10.0
201.0,3.0,-84.378548,33.758545,0.0,89.1,53.0,10.0
201.0,2.0,-84.506012,33.723125,0.0,89.1,52.0,10.0
241.0,3.0,-84.65370899999998,34.079456,0.0,89.6,52.0,10.0
241.0,3.0,-84.473511,33.901691,0.0,86.9,54.0,10.0
241.0,3.0,-84.385475,33.765266,0.0,80.1,69.0,10.0
201.0,3.0,-85.012421,33.000240000000005,0.0,76.6,91.0,10.0
201.0,3.0,-83.843826,34.086926,0.0,71.6,83.0,10.0
201.0,2.0,-84.261772,34.088051,0.0,73.9,73.0,10.0
241.0,3.0,-84.241318,33.778290000000005,0.0,73.9,73.0,10.0
201.0,3.0,-84.130157,33.952328,0.0,71.6,83.0,10.0
201.0,3.0,-84.296913,33.920158,0.0,73.0,76.0,10.0
201.0,3.0,-84.761719,34.206501,0.0,70.0,93.0,10.0
244.0,3.0,-84.357857,33.948299,0.0,73.0,76.0,10.0
201.0,3.0,-84.513527,33.584824,0.0,75.0,79.0,10.0
201.0,3.0,-84.34164399999997,33.982327000000005,0.0,73.0,76.0,10.0
201.0,2.0,-84.06079100000002,33.960697,0.0,71.6,83.0,10.0
201.0,3.0,-84.247078,33.846484999999994,0.0,73.9,73.0,10.0
201.0,3.0,-84.378876,33.759471999999995,0.0,75.0,79.0,10.0
201.0,2.0,-82.02377299999998,33.439381,0.0,77.0,84.0,10.0
201.0,3.0,-84.328239,33.739838,0.0,75.0,79.0,10.0
201.0,2.0,-84.35773499999998,33.933468,0.0,73.9,73.0,10.0
201.0,2.0,-84.166138,33.820808,0.0,73.9,73.0,10.0
201.0,2.0,-82.02820600000003,33.509968,0.0,80.6,74.0,10.0
201.0,2.0,-84.34164399999997,33.982327000000005,0.0,77.0,66.0,10.0
201.0,3.0,-84.390198,33.74453,0.0,77.0,76.0,10.0
201.0,2.0,-84.51469399999998,33.675098,0.0,75.9,74.0,10.0
201.0,3.0,-84.37912800000002,33.912338,0.0,77.0,66.0,10.0
201.0,3.0,-84.486839,33.619209000000005,0.0,79.0,74.0,10.0
201.0,3.0,-84.392426,33.791218,0.0,75.9,74.0,10.0
241.0,3.0,-84.488449,33.799355,0.0,80.1,67.0,10.0
201.0,2.0,-82.029861,33.46888,0.0,82.9,67.0,10.0
201.0,3.0,-84.394592,33.722115,0.0,82.0,69.0,10.0
246.0,3.0,-84.487297,33.618229,0.0,82.0,69.0,10.0
201.0,3.0,-84.176018,33.928226,0.0,82.0,62.0,10.0
201.0,2.0,-84.387276,33.778015,0.0,84.0,58.0,10.0
201.0,3.0,-84.368134,33.743267,0.0,84.9,61.0,10.0
201.0,2.0,-84.349304,33.734123,0.0,84.9,61.0,10.0
201.0,2.0,-84.387787,33.741898,0.0,86.0,59.0,10.0
201.0,3.0,-84.56219499999997,34.000027,0.0,87.8,55.0,10.0
201.0,3.0,-84.25936899999998,33.89185,0.0,84.9,59.0,10.0
201.0,3.0,-82.315384,33.496868,0.0,90.5,57.0,10.0
201.0,3.0,-84.390869,33.781532,0.0,88.0,51.0,10.0
201.0,3.0,-84.390343,33.744976,0.0,88.0,55.0,10.0
201.0,3.0,-84.231735,33.752514,0.0,88.0,51.0,10.0
241.0,3.0,-84.493134,33.786896,0.0,89.1,48.0,10.0
201.0,3.0,-84.488449,33.799355,0.0,89.1,48.0,10.0
201.0,3.0,-84.41152199999998,33.681328,0.0,89.1,50.0,10.0
201.0,3.0,-84.385796,33.74831,0.0,89.1,50.0,10.0
201.0,3.0,-84.35752099999998,33.911575,0.0,89.1,50.0,10.0
201.0,2.0,-81.981346,33.460217,0.0,93.9,44.0,10.0
201.0,3.0,-84.3787,33.754379,0.0,90.0,48.0,10.0
201.0,3.0,-84.366524,33.813763,0.0,90.0,50.0,10.0
201.0,3.0,-84.02914399999997,34.045887,0.0,89.6,52.0,10.0
222.0,3.0,-84.555756,33.993313,0.0,89.6,49.0,10.0
222.0,3.0,-84.390465,33.7715,0.0,89.1,48.0,10.0
222.0,3.0,-84.272316,33.713703,0.0,90.0,50.0,10.0
229.0,3.0,-84.272743,33.878784,0.0,89.1,48.0,10.0
201.0,3.0,-84.496613,33.936378000000005,0.0,88.5,50.0,10.0
229.0,3.0,-84.44416,33.750488,0.0,89.1,48.0,10.0
222.0,3.0,-84.262062,33.890854,0.0,89.1,48.0,10.0
222.0,3.0,-84.473511,33.901691,0.0,87.6,53.0,10.0
201.0,3.0,-84.425797,33.623020000000004,0.0,88.0,49.0,10.0
201.0,3.0,-84.23129300000002,33.75307100000001,0.0,82.0,58.0,10.0
201.0,3.0,-83.300652,34.356968,0.0,69.8,94.0,10.0
201.0,3.0,-84.385475,33.765266,0.0,70.0,87.0,10.0
241.0,3.0,-84.379044,33.759808,0.0,73.9,82.0,10.0
201.0,2.0,-84.50625600000002,33.690135999999995,0.0,70.0,87.0,10.0
201.0,2.0,-84.522522,34.020653,0.0,69.8,78.0,10.0
201.0,3.0,-84.489685,33.825253000000004,0.0,70.9,81.0,10.0
201.0,3.0,-84.130157,33.952328,0.0,69.8,83.0,10.0
201.0,3.0,-84.311317,34.039051,0.0,72.0,76.0,10.0
201.0,3.0,-84.048294,34.030132,0.0,69.8,83.0,10.0
201.0,2.0,-84.518784,33.961819,0.0,70.9,81.0,10.0
201.0,2.0,-84.473511,33.901691,0.0,70.9,81.0,10.0
201.0,3.0,-84.31478100000002,33.920390999999995,0.0,72.0,76.0,10.0
201.0,2.0,-82.098251,33.395748,0.0,72.0,93.0,9.0
201.0,3.0,-84.51841,33.961411,0.0,71.1,82.0,10.0
201.0,3.0,-84.493134,33.786896,0.0,71.1,81.0,10.0
201.0,2.0,-84.592651,34.060547,0.0,69.8,83.0,10.0
201.0,2.0,-84.538597,33.845482000000004,0.0,71.1,82.0,10.0
201.0,3.0,-83.993576,34.087246,0.0,69.8,83.0,10.0
201.0,3.0,-84.391853,33.7369,0.0,73.9,82.0,10.0
201.0,2.0,-82.054344,33.425518,0.0,73.9,93.0,10.0
201.0,2.0,-84.369621,33.852024,0.0,77.0,69.0,10.0
241.0,2.0,-83.397774,34.023563,0.0,75.0,82.0,10.0
201.0,3.0,-84.394592,33.722115,0.0,77.0,76.0,10.0
201.0,3.0,-84.36041999999998,33.819561,0.0,77.0,69.0,10.0
201.0,3.0,-84.230675,33.737194,0.0,77.0,69.0,10.0
201.0,2.0,-84.233536,33.825275,0.0,81.0,65.0,10.0
201.0,2.0,-84.369621,33.852024,0.0,81.0,65.0,10.0
201.0,3.0,-84.324097,33.72691,0.0,80.1,71.0,10.0
201.0,3.0,-84.676575,34.080967,0.0,80.6,65.0,10.0
201.0,3.0,-83.744095,32.545982,0.0,84.0,63.0,10.0
201.0,2.0,-82.035172,33.48520300000001,0.0,87.1,57.0,10.0
201.0,3.0,-84.393692,33.796211,0.0,84.9,51.0,10.0
406.0,3.0,-84.207817,33.912239,0.0,84.9,51.0,10.0
201.0,1.0,-84.36733199999998,33.823612,0.0,84.9,51.0,10.0
201.0,3.0,-84.460991,33.890293,0.0,84.7,52.0,10.0
